,OBJECTID1,File_tag,Provider,DateOnly,Date,Date_1,Time_2,Latitude_3,Longitude_3,Address_of_incident_4,ID_of__nearest__asset_5,ID_of_nearest__polyphase__line_,Voltage_of_line_in_which__fire_,Network_categorisation_8,Type_of_primary_asset__involved,Phase_s__of__line_or__transform,Kind_of_fire_start_as_per_Claus,Location__area_12,Location_multiplier,Fire__danger__rating_13,Danger_multiplier,Product_of_multipliers,DNSP_record_number_14,OSIRIS___ESV__reference__number,Fault__description_16,Overhead_conductors,BUFF_DIST,FOR_CODE,FOR_TYPE,FOR_CAT,COVER,HEIGHT,FOREST,Elevation,STATION_ID,CODE,NAME,WeatherStation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire
1155,1156,Jamena 16/34,Jamena,19/05/2017,5/19/17 0:00,42874.0,0.564583333,-37.69612,144.885633,,,AW14,22kV AC,Urban, - crossarm (wood),three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,No forecast,0.1,0.02,149283.0,20170519JEM_01,Pole top fire due to tracking. New steel crossarm installed.,,7.62,0,Non forest,Non forest,6,6,0,103.0,94866,YMML,MELBOURNE AP,,29.6,17.2,8.3,0
1529,1530,Ausnet 18/177,Ausnet,27/06/2019,6/27/19 9:45,43643.40625,43643.40625,-36.31885498,146.842128,"6 BACK CREEK ROAD, YACKANDANDAH VIC 3749",5218276.0,WOTS11,22kV AC,RURAL LONG, - fuse (boric acid),three phase,Otherwise started by a distribution system,within electric line construction area,19.8,NO FORECAST,0.1,1.98,,20190704SPN_01,Candled Boric Acid HV fuse,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,299.1806946,94895,BCH,BEECHWORTH,,57.5,15.5,7.2,0
340,341,United 19/126,United,17/06/2020,6/17/20 0:00,43999.0,0.011412037,-38.20025004,145.2428202,"65 EVANS STREET, PEARCEDALE VIC 3912",3321507.0,LWN21,22kV AC,Rural Short, - dropper / bridge,single phase,Started in or originated from a distribution system,HBRA only,1.0,No forecast,0.1,0.1,1415152.0,20200629UTD_03,"Customer at no.65 Evans St said he saw flames on transformer.  When the crew arrived they found a melted HV bushing cover caused by loose connection. They carried out repairs and replaced 6 k BA , Red phase. ",2,7.62,0,Non forest,Non forest,6,6,0,13.98500061,94879,CRAN,CRANBOURNE,,30.8,14.9,7.6,1
688,689,Powercor 16/175,Powercor,3/04/2017,4/3/17 0:00,42828.0,0.557638889,-37.776795,141.87242,,30090621.0,HTN002,22kV AC,Rural Long, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,Low-moderate,0.2,0.92,12970.0,20170404PWA_02,"CFA called to report a tree down, wires sparking and a grass fire start. A crew attended and found that a tree had fallen onto a HV conductor between P130 and P131 Branxholme line resulting is a ground fire start. The tree burnt thru the conductor before ",,7.62,0,Non forest,Non forest,6,6,0,184.7306976,95829,HAMI,HAMILTON RESEARCH STATION,,142.7,20.8,10.8,0
1082,1083,Ausnet 18/91,Ausnet,28/01/2019,1/28/19 9:57,43493.41458,43493.41458,-37.878379,147.958151,"KALIMNA HOTEL, 21 KALIMNA JETTY ROAD, KALIMNA VIC 3909",1901592.0,BDL6,22kV AC,RURAL SHORT, - fuse (EDO fuse),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20190130SPN_04,"Candled EDO  fuse, no evidence of ground fire. Fuse replaced.",,7.62,102,Other forest ? unallocated type,Other forest,5,5,1,40.01608658,95904,LKE,LAKES ENTRANCE,,12.6,28.4,25.6,0
1544,1545,PowerCor 19/285,PowerCor,18/04/2020,4/18/20 0:00,43939.0,0.749305556,-36.148534,144.822723,"411 Brown Rd, Echuca Village VIC 3564",30125952.0,ECA005,22kV AC,Rural Short, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,Low-moderate,0.2,0.04,,20200420PWA_02 ,"Call from customer advising tree down on mains wires, sparking and starting to catch fire and CFA had been called.  On arrival crew found a large branch had fallen.  The tree is located on private property on the opposite side of the road from the HV line",,7.62,0,Non forest,Non forest,6,6,0,95.18608093,94861,YECH,ECHUCA,,145.6,19.3,9.8,1
347,348,United 18/95,United,3/03/2019,3/3/19 0:00,43527.0,0.76787037,-38.18609742,145.1733288,"120 BARRETTS ROAD, LANGWARRIN SOUTH VIC 3911",3321371.0,FSH32,Low voltage AC (<1kV),Rural Short, - connection box,three phase,Started in or originated from a distribution system,HBRA only,1.0,Severe,2.0,2.0,1271399.0,20190306UTD_02,"Fire ignition report Number 6727, caused by sparks from melted folcb, small grass fire approx 1 mtr square. whispir sent - lis 3321371",,7.62,0,Non forest,Non forest,6,6,0,91.0001297,94879,CRAN,CRANBOURNE,,14.6,24.8,15.9,1
774,775,Jamena 16/17,Jamena,19/08/2016,8/19/16 0:00,42601.0,0.173611111,-37.815177,144.83287,,,TH22,22kV AC,Urban, - pole (wood),three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,No forecast,0.1,0.02,137123.0,20160819JEM_02,Airborne debris caused the pole to catch fire. Pole subsequently replaced.,,7.62,0,Non forest,Non forest,6,6,0,23.32497025,94865,YLVT,LAVERTON AWS,,69.4,15.9,10.1,1
75,76,Ausnet 19/103,Ausnet,19/01/2020,1/19/20 15:59,43849.66597,43849.66597,-38.47812199,146.54688,"1 WHITELAWS TRACK, DEVON NORTH VIC 3971",2621400.0,FTR12,22kV AC,RURAL LONG, - fuse (boric acid),three phase,Otherwise started by a distribution system,HBRA only,1.0,LOW-MODERATE,0.2,0.2,,20200121SPN_06,Candled fuse due to internal degradation.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,462.3471375,95830,YRMX,YARRAM CFA,,129.4,26.9,21.8,1
1017,1018,Ausnet 16/59,Ausnet ,12/12/2016,12/12/16 1:09,42716.04792,42716.04792,-37.85785778,145.2323963,,1031645.0,BRA21,Low voltage AC (<1kV),URBAN, - LV pillar,three phase,Otherwise started by a distribution system,LBRA only,0.2,High,0.5,0.1,225845.0,20170116SPN_02,Crew were callled to replace 300kva kiosk s/s as well as LV straight joints to pillar which had failed due to the cabiling being old lead sheath U/G cable. The LV paralleling pillar was burnt out. The fire was contained within the pillar. There was no gro,,7.62,0,Non forest,Non forest,6,6,0,88.98719788,95867,SCOR,SCORESBY AWS,,47.7,25.5,24,0
1038,1039,Ausnet 18/164,Ausnet,19/04/2019,4/19/19 17:58,43574.74861,43574.74861,-37.819215,145.420278,"87 QUEENS ROAD, SILVAN VIC 3795",1010930.0,LDL23,22kV AC,RURAL LONG, - fuse (boric acid),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20190429SPN_03,HV BA fuse appears to have hung-up and then candled. No evidence of ground fire,,7.62,0,Non forest,Non forest,6,6,0,231.9033051,94872,DUNN,DUNNS HILL AWS,,11.6,22,11.1,0
910,911,CitiPower 16/23,CitiPower,29/12/2016,12/29/16 0:00,42733.0,0.795138889,-37.759822,144.99338,,30197792.0,NC013,Low voltage AC (<1kV),Urban, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,12724.0,20170117PWA_04,MFB reported a fire at the pole outside 316 St Georges Rd. On arrival the crew found that a krone box had burnt and required replacement. The krone box was open at the time of the fault & the cause of the fire was attributed to a loose connection. There w,,7.62,0,Non forest,Non forest,6,6,0,52.61522675,94868,MELB,MELBOURNE,,47.7,25.5,24,0
196,197,United 16/40,United,3/11/2016,11/3/16 0:00,42677.0,0.41875,-38.36277886,145.0744494,,1107312.0,MTN32,22kV AC,Rural Short, - overhead conductor (ABC),three phase,Started in or originated from a distribution system,HBRA only,1.0,Low-moderate,0.2,0.2,5067.0,20161104UTD_02,Linesman witnessed flame on LIS# 1107312 . The fire started on restoration of supply from a planned shutdown on the connection to the HV droppers which the linesman suspects were disturbed during the works.,,7.62,0,Non forest,Non forest,6,6,0,113.9990005,94898,CERB,CERBERUS AWS,,36.4,20.8,19.5,0
1065,1066,Ausnet 18/178,Ausnet,30/06/2019,6/30/19 13:59,43646.58264,43646.58264,-37.78838,147.568701,"335 HODGES ESTATE ROAD, ELLASWOOD VIC 3875",1605515.0,BDL44,22kV AC,RURAL LONG, - fuse (boric acid),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,NO FORECAST,0.1,0.46,,20190708SPN_07,Boric Acid HV fuse candled. No evidence of ground fire,,7.62,0,Non forest,Non forest,6,6,0,60.43440247,94912,YBNS,BAIRNSDALE AIRPORT,,57.5,15.5,7.2,0
343,344,United 18/58,United,22/12/2018,12/22/18 0:00,43456.0,0.088518519,-38.25706508,145.1895977,"1510 FRANKSTON-FLINDERS ROAD, TYABB VIC 3913",1108044.0,HGS33,22kV AC,Rural Short, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,1249550.0,20181227UTD_03,22kv insultor polymeric need to be replaced and also the LV tee off xarm fire report # 6827. LIS # 1108044. Pole missing 1/3 thickness at LV t off x arm.,,7.62,0,Non forest,Non forest,6,6,0,25.93245888,94898,CERB,CERBERUS AWS,,117.3,25.7,22.1,0
1207,1208,Ausnet 17/96,Ausnet,7/02/2018,2/7/18 18:24,43138.76667,43138.76667,-37.66262901,145.015206,"18 KIAMA DRIVE, LALOR VIC 3075",911324.0,EPG31,Low voltage AC (<1kV),URBAN, - connector / termination,three phase,Otherwise started by a distribution system,LBRA only,0.2,HIGH,0.5,0.1,232325.0,20180208SPN_01,LV ABC connector failed.,,7.62,0,Non forest,Non forest,6,6,0,125.9623566,95873,BUND,BUNDOORA,,1.2,27,20.8,0
532,533,United 17/106,United,24/03/2018,3/24/18 0:00,43183.0,0.649861111,-38.04317758,145.1257557,42 JACKSONS ROAD CHELSEA,3304380.0,CRM35,Low voltage AC (<1kV),Urban, - underground cable,three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,5529.0,20180502UTD_03,"LV crutch on U/G has blown up, requires U/G to repair  -  ug reterminated cabled that had blown at the crutch at the pole lis# 3304380 replcd white & blue 160amp hrc fuses",,7.62,0,Non forest,Non forest,6,6,0,1.995117784,94870,YMMB,MOORABBIN AWS,,24.6,24.9,16.6,0
619,620,United 16/39,United,28/10/2016,10/28/16 0:00,42671.0,0.252534722,-38.05008679,145.2167794,,9953514.0,DVY34,Low voltage AC (<1kV),Urban, - lamps (major road),single phase,Started in or originated from a distribution system,HBRA only,1.0,No forecast,0.1,0.1,5061.0,20161031UTD_05,"As per mfb 150 HPS Lantern has caught fire, LIS #9953514",,7.62,0,Non forest,Non forest,6,6,0,9.643716812,94879,CRAN,CRANBOURNE,,70.2,19.3,17.5,0
237,238,Ausnet 18/103,Ausnet,6/02/2019,2/6/19 7:13,43502.30069,43502.30069,-38.35185402,146.382427,"610 JUMBUK ROAD, YINNAR SOUTH VIC 3869",2614576.0,MWT31,22kV AC,RURAL SHORT, - overhead conductor (bare; steel),single phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",HBRA only,1.0,LOW-MODERATE,0.2,0.2,,20190207SPN_03,"Hazardous tree branch which was outside the clearance space: Bifurcated, Semi Mature Euc sp (H16m, DBH 700mm), has faulted at a point 1.7m from ground level and fallen onto HV conductors. Point of failure was on rear side of leader (non-line side/Sth side",,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,162.970459,94891,YLTV,LATROBE VALLEY,,20.3,26,21.4,0
882,883,United 17/72,United,21/02/2018,2/21/18 0:00,43152.0,0.496944444,-37.83705488,145.1179829,12 LYNDOCH STREET BOX HILL SOUTH,7037421.0,BH 21,22kV AC,Urban, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,High,0.5,0.1,5441.0,20180226UTD_02,"Contact with HV during high winds of HV outside 4 Lyndoch, some branches have burnt/appears tree has sustained fire damage.   LIS 7037421",,7.62,0,Non forest,Non forest,6,6,0,85.3687973,95867,SCOR,SCORESBY AWS,,1.2,27,20.8,0
1312,1313,Ausnet 19/128,Ausnet,15/02/2020,2/15/20 3:48,43876.15833,43876.15833,-37.22049813,145.1118198,"570 STRATH CREEK ROAD, BROADFORD VIC 3658",4703408.0,SMR22,22kV AC,RURAL LONG, - fuse (boric acid),single phase,Otherwise started by a distribution system,within electric line construction area,19.8,HIGH,0.5,9.9,,20200217SPN_01,fuse found candling due to lightning strike. no ground fire,,7.62,0,Non forest,Non forest,6,6,0,372.7655029,94860,KMG,KILMORE GAP AWS,,75.8,24.4,17.9,0
1415,1416,Ausnet 19/71,Ausnet,11/12/2019,12/11/19 9:30,43810.39583,43810.39583,-36.788388,145.969363,"18 PEARCE ROAD, LIMA EAST VIC 3673",3908199.0,BN6,Low voltage AC (<1kV),RURAL LONG, - connection box,single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20191211SPN_01,Joint box failure,,7.62,0,Non forest,Non forest,6,6,0,233.0592957,95843,YSBG,STRATHBOGIE,,4.4,24.6,24.7,1
1645,1646,PowerCor 19/85,PowerCor,30/11/2019,11/30/19 0:00,43799.0,0.742361111,-35.319112,141.363406,"410 Perkins Rd, Cowangie VIC 3506",32150598.0,OYN001,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,Very high,1.0,1.0,,20191204PWA_02 ,"Report from LSA Barry Gregg of pole fire at above address. Crew arrived and found pole that appeared to have been burning all day. There was  a lot of burnt debris from the pole but no ground fire had occurred and commented that site was very sandy.  
No ",,7.62,0,Non forest,Non forest,6,6,0,68.47489166,95831,WALP,WALPEUP RESEARCH,,60.8,21.8,20.4,0
705,706,PowerCor 19/62,PowerCor,2/11/2019,11/2/19 0:00,43771.0,0.471527778,-37.870122,144.704957,"32 Macedon Street, Hoppers Crossing, VIC, 3029",32174345.0,LV009,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20191106PWA_03,"Customer advised that mains wire has come off insulator and is resting on the cross arm, making a sizzling sound. On arrival the PCA Faults Crew have advised that the HV cross arm has burnt.",,7.62,0,Non forest,Non forest,6,6,0,19.00022125,94865,YLVT,LAVERTON AWS,,60.8,21.8,20.4,0
1050,1051,Ausnet 19/158,Ausnet,22/04/2020,4/22/20 5:36,43943.23333,43943.23333,-37.75282402,145.700471,"3494 WARBURTON HIGHWAY, WARBURTON VIC 3799",1407922.0,WYK13,22kV AC,RURAL SHORT, - fuse (boric acid),three phase,Otherwise started by a distribution system,within electric line construction area,19.8,LOW-MODERATE,0.2,3.96,,20200423SPN_01,"Possom found burnt and dead at the base of the pole which may of caused the fuse not to eject.



*Candelling fuse at WT009",,7.62,0,Non forest,Non forest,6,6,0,156.8480377,94864,YCEM,COLDSTREAM AWS,,145.6,19.3,9.8,0
1582,1583,Powercor 18/106,Powercor,14/12/2018,14/12/2018,,,-36.05248924,141.8396897,DIMBOOLA-RAINBOW ROAD JEPARIT 3423,,NHL016,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,High,0.5,0.5,,20190531PWA_06 ,"Report received of a cross arm fire due to leakage current.
Incident found during outage data review.
There was no ground fire, no reported injuries or third party property damage.",,7.62,0,Non forest,Non forest,6,6,0,93.88014221,94827,YNHL,NHILL,,117.3,25.7,22.1,0
8,9,Ausnet 18/109,Ausnet,9/02/2019,2/9/19 17:08,43505.71389,43505.71389,-38.83242899,146.132582,"11 TRELAWNY AVENUE, SANDY POINT VIC 3959",2021646.0,FTR22,Low voltage AC (<1kV),RURAL SHORT, - connection box,three phase,Otherwise started by a distribution system,HBRA only,1.0,VERY HIGH,1.0,1.0,,20190211SPN_03,Pole mounted Fused Mains Box has failed and melted resulting in pole fire. Cause of failure unknown. No evidence of ground fire,,7.62,0,Non forest,Non forest,6,6,0,9.870897293,94893,YWLP,WILSONS PROM,,20.3,26,21.4,0
1730,1731,Powercor 16/41,Powercor,15/10/2016,10/15/16 0:00,42658.0,0.607638889,-34.197736,142.03732,,33066831.0,MBN014,22kV AC,Rural Short, - crossarm (wood),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,12495.0,20161017PWA_03,"Customer reported a supply interruption and wires hanging low at the incident location. On arrival the crew found that a birds nest containing numerous pieces of wire had shorted out between the concrete pole and an LV isolator, resulting in the wooden LV",,7.62,0,Non forest,Non forest,6,6,0,52.85609055,94693,YMIA,MILDURA,,70.2,19.3,17.5,0
1615,1616,PowerCor 19/248,PowerCor,24/02/2020,2/24/20 0:00,43885.0,0.238888889,-35.806131,144.20827,"44 Western Road, Cohuna VIC 3568",33022821.0,CHA006,Low voltage AC (<1kV),Rural Long, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20200225PWA_03 ,"CFA reported pole fire at the incident location. Upon arrival fault crew found that a FOLCB had faulted and burnt the box. No ground fire or damage to concrete pole, CFA attended.",,7.62,0,Non forest,Non forest,6,6,0,79.57295227,94844,YKER,KERANG,,75.8,24.4,17.9,0
1708,1709,PowerCor 19/233,PowerCor,9/02/2020,2/9/20 0:00,43870.0,0.293055556,-34.242841,142.20151,"207 Belar Ave, Irymple VIC 3498",32141632.0,RCT011,22kV AC,Rural Short, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200211PWA_11 ,Vic Fire reported pole fire at above location. When crew arrived they were able to isolate before HV cross arm collapsed. HV cross arm burnt through at king bolt. No injuries or third party damage.  No ground fire.,,7.62,0,Non forest,Non forest,6,6,0,57.66262054,94693,YMIA,MILDURA,,75.8,24.4,17.9,1
1546,1547,Powercor 16/32,Powercor,10/09/2016,9/10/16 0:00,42623.0,0.795833333,-36.14418,144.73357,,33083600.0,ECA012,Low voltage AC (<1kV),Rural Long, - connection box,three phase,Started in or originated from a distribution system,HBRA only,1.0,No forecast,0.1,0.1,12415.0,20160914PWA_02,"Vic Fire reported a fire on a pole at the incident location.  On arrival the crew found that a LV FOLCB had failed and caught on fire, no ground fire occurred as a result. There were no reported injuries, no third party damage.",,7.62,0,Non forest,Non forest,6,6,0,96.84673309,94861,YECH,ECHUCA,,104.6,16.7,12.6,1
911,912,CitiPower 16/24,CitiPower,18/01/2017,1/18/17 0:00,42753.0,0.324305556,-37.798416,144.99531,,30170685.0,CW009,11kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,12753.0,20170125PWA_01,Vic Fire informed that a pole on fire at the incident location and also a customer reported a transformer on fire. On arrival the crew found that an 11kV top cross arm had burnt through but the insulator and conductor intact  on LULIE ABBOTT P07S (LIS 206,,7.62,0,Non forest,Non forest,6,6,0,20.91576385,94868,MELB,MELBOURNE,,33.2,26.5,23.4,1
259,260,Powercor 18/288,Powercor,7/06/2019,6/7/19 0:00,43623.0,0.659027778,-38.21420267,143.5453496,115 WARRION HILL ROAD WARRION VIC 3249,30054866.0,CLC003,22kV AC,Rural Long, - fuse (EDO fuse),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,,20190717PWA_03 ,Hung up fuse reported by customer,,7.62,0,Non forest,Non forest,6,6,0,143.3545532,94845,YOLA,COLAC AP,,57.5,15.5,7.2,0
