,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
1275,-37.415792,144.58794,22kV AC,4.6,0.1,0.46,6,6,0,468.4845276,70.2,19.3,17.5,1,15,10,2016
1276,-37.426628,144.86269,22kV AC,4.6,0.2,0.92,6,6,0,317.0,145.6,19.3,9.8,1,9,04,2020
1278,-37.36861798,145.039526,22kV AC,4.6,2.0,9.2,6,6,0,358.9986877,60.8,21.8,20.4,1,21,11,2019
1279,-37.39381901,145.05328,Low voltage AC (<1kV),19.8,0.5,9.9,2,2,1,438.5604553,78.2,22.9,14.4,1,14,03,2020
1280,-37.41882799,144.974557,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,315.6652222,30.8,14.9,7.6,1,11,06,2020
1281,-37.40244,144.976987,22kV AC,0.2,0.5,0.1,6,6,0,344.3889771,69.6,22,19.8,1,2,11,2018
1282,-37.36420902,145.032676,Low voltage AC (<1kV),4.6,1.0,4.6,6,6,0,358.4873047,12.6,28.4,25.6,1,29,01,2019
1283,-37.46965401,144.923573,22kV AC,4.6,1.0,4.6,6,6,0,276.3042603,14.6,24.8,15.9,1,5,03,2019
1284,-37.37386501,145.017588,22kV AC,4.6,0.5,2.3,6,6,0,360.1716003,14.6,24.8,15.9,1,20,03,2019
1285,-37.43674398,144.977824,22kV AC,4.6,0.2,0.92,6,6,0,311.6804199,46.2,25.9,22.8,1,22,11,2017
1286,-37.37836099,144.963636,66kV AC,4.6,0.5,2.3,5,5,1,500.2120972,73.6,27.2,23.9,1,4,01,2018
1287,-37.48042499,145.011809,22kV AC,4.6,0.1,0.46,6,6,0,273.8987732,68.6,14.6,7.2,1,21,07,2016
1288,-37.51108299,145.02584,22kV AC,4.6,0.5,2.3,6,6,0,288.3399658,33.2,26.5,23.4,1,6,01,2017
1289,-37.37620798,145.033343,22kV AC,4.6,2.0,9.2,6,6,0,337.6387024,47,25.9,20.5,1,22,02,2017
1290,-37.3688785,145.353675,12.7kV AC (SWER),19.8,1.0,19.8,6,6,0,322.9917908,129.4,26.9,21.8,1,16,01,2020
1291,-37.47985801,145.274494,22kV AC,4.6,0.5,2.3,6,6,0,527.765686,12.6,28.4,25.6,1,10,01,2019
1292,-37.37614435,145.2761823,22kV AC,19.8,0.5,9.9,6,6,0,290.549408,20.3,26,21.4,1,11,02,2019
1293,-37.51452873,145.316115,Low voltage AC (<1kV),4.6,1.0,4.6,6,6,0,620.5109863,11.6,22,11.1,1,5,04,2019
1294,-37.48220899,145.290792,22kV AC,4.6,1.0,4.6,6,6,0,537.5718994,47.7,25.5,24,1,28,12,2016
1295,-37.51208601,145.425688,Low voltage AC (<1kV),19.8,0.1,1.98,2,2,1,348.5376892,22,14.8,8,1,17,07,2018
1296,-37.37941519,145.4362356,12.7kV AC (SWER),19.8,1.0,19.8,6,6,0,262.3034973,24.6,24.9,16.6,1,18,03,2018
1297,-37.50815301,148.136521,12.7kV AC (SWER),4.6,0.1,0.46,6,6,0,320.0044556,51.4,17.8,14.5,1,4,09,2019
1298,-37.53960199,148.936193,22kV AC,1.0,0.5,0.5,2,2,1,100.0324402,75.8,24.4,17.9,1,6,02,2020
1299,-37.337245,141.06995,22kV AC,4.6,0.2,0.92,5,5,1,110.6761017,36.4,20.8,19.5,1,6,11,2016
1300,-37.177385,141.50675,12.7kV AC (SWER),1.0,0.2,0.2,6,6,0,160.3928986,142.7,20.8,10.8,1,3,04,2017
1301,-37.303924,142.7668,22kV AC,4.6,0.5,2.3,6,6,0,266.6939392,47,25.9,20.5,1,3,02,2017
1302,-37.283468,142.918652,22kV AC,0.2,0.2,0.04,6,6,0,351.3370056,75.8,24.4,17.9,1,1,02,2020
1303,-37.192869,143.372722,22kV AC,4.6,0.5,2.3,6,6,0,300.0150757,78.2,22.9,14.4,1,13,03,2020
1304,-37.185371,143.39134,22kV AC,4.6,0.5,2.3,6,6,0,282.5458679,142.7,20.8,10.8,1,8,04,2017
1305,-37.33354,144.137284,22kV AC,4.6,0.5,2.3,6,6,0,560.9265747,129.4,26.9,21.8,1,15,01,2020
1307,-37.297152,144.441099,22kV AC,19.8,0.2,3.96,6,6,0,549.7780151,60.8,21.8,20.4,1,5,11,2019
1308,-37.34579,144.4404,12.7kV AC (SWER),19.8,0.2,3.96,6,6,0,581.4760742,82.8,16.4,8.3,1,1,05,2020
1309,-37.330822,144.519247,22kV AC,4.6,0.5,2.3,6,6,0,550.0537109,129.4,26.9,21.8,1,15,01,2020
1310,-37.346025,144.702773,22kV AC,4.6,0.2,0.92,6,6,0,560.9916992,4.4,24.6,24.7,1,10,12,2019
1311,-37.28062877,144.9440751,22kV AC,4.6,0.5,2.3,6,6,0,330.7853088,60.8,21.8,20.4,1,28,11,2019
1312,-37.22049813,145.1118198,22kV AC,19.8,0.5,9.9,6,6,0,372.7655029,75.8,24.4,17.9,1,15,02,2020
1313,-37.25122309,144.9183876,12.7kV AC (SWER),19.8,1.0,19.8,6,6,0,311.2142029,20.3,26,21.4,1,2,02,2019
1314,-37.32322099,144.942167,Low voltage AC (<1kV),4.6,0.1,0.46,6,6,0,398.4108887,57.5,15.5,7.2,1,18,06,2019
1315,-37.31896505,145.068308,12.7kV AC (SWER),19.8,0.5,9.9,6,6,0,302.7918091,47.7,25.5,24,1,24,12,2016
1316,-37.29541199,144.982273,66kV AC,4.6,2.0,9.2,2,2,1,293.6979065,33.2,26.5,23.4,1,17,01,2017
1317,-37.289681,145.28607,22kV AC,4.6,0.5,2.3,6,6,0,239.3038025,75.8,24.4,17.9,1,26,02,2020
1318,-37.20937999,145.236835,22kV AC,4.6,0.5,2.3,6,6,0,185.5220032,117.3,25.7,22.1,1,22,12,2018
1319,-37.25383259,145.7970186,22kV AC,0.2,0.2,0.04,6,6,0,201.0805969,27.7,21.3,18.8,1,7,10,2019
1320,-37.19222614,145.6955244,22kV AC,4.6,0.5,2.3,6,6,0,202.6179047,75.8,24.4,17.9,1,23,02,2020
1321,-37.22170579,145.6514454,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,195.1329956,29.2,26.9,16.8,1,3,03,2017
1322,-37.21845801,145.733835,22kV AC,4.6,0.1,0.46,6,6,0,202.6643982,21.4,14.9,7.2,1,20,06,2017
1323,-37.278192,146.131503,22kV AC,4.6,0.5,2.3,6,6,0,301.2557983,1.2,27,20.8,1,25,02,2018
1324,-37.32489102,147.777485,Low voltage AC (<1kV),19.8,0.1,1.98,6,6,0,379.8188782,72.2,17.6,7.3,1,1,05,2018
1325,-37.086159,141.143518,22kV AC,1.0,1.0,1.0,6,6,0,124.1844101,129.4,26.9,21.8,1,23,01,2020
1326,-37.156808,142.528168,Low voltage AC (<1kV),4.6,1.0,4.6,1,2,1,232.750946,78.2,22.9,14.4,1,18,03,2020
1327,-37.06745,142.794131,22kV AC,4.6,0.5,2.3,6,6,0,270.6097412,4.4,24.6,24.7,1,11,12,2019
1328,-37.069678,142.792471,22kV AC,4.6,1.0,4.6,6,6,0,262.6345825,4.4,24.6,24.7,1,21,12,2019
1329,-37.064768,142.793245,22kV AC,4.6,1.0,4.6,6,6,0,263.4399109,4.4,24.6,24.7,1,29,12,2019
1330,-37.053411,142.77673,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,250.5650635,68.6,14.6,7.2,1,13,07,2016
1331,-37.024643,143.74978,22kV AC,0.2,0.5,0.1,6,6,0,217.9223938,129.4,26.9,21.8,1,13,01,2020
1332,-37.072112,144.207027,66kV AC,0.2,1.0,0.2,6,6,0,271.6051025,4.4,24.6,24.7,1,9,12,2019
1333,-36.989357,144.064723,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,378.5562134,4.4,24.6,24.7,1,20,12,2019
1334,-37.143979,144.188631,22kV AC,4.6,0.5,2.3,6,6,0,275.27771,78.2,22.9,14.4,1,12,03,2020
1337,-37.08436006,144.3137723,22kV AC,4.6,0.1,0.46,6,6,0,417.5870972,21.4,14.9,7.2,1,4,06,2017
1338,-37.05919202,145.108568,22kV AC,19.8,0.2,3.96,6,6,0,159.8141937,36.4,20.8,19.5,1,10,11,2016
1339,-37.12512302,145.027419,22kV AC,4.6,0.5,2.3,6,6,0,188.3912048,36.4,20.8,19.5,1,23,11,2016
1340,-37.04601033,145.2984599,12.7kV AC (SWER),4.6,0.1,0.46,6,6,0,252.2922058,69.4,15.9,10.1,1,5,08,2016
1341,-37.05705602,145.860278,22kV AC,4.6,1.0,4.6,6,6,0,303.7557068,60.8,21.8,20.4,1,21,11,2019
1342,-37.11104501,145.983836,22kV AC,4.6,0.5,2.3,5,5,1,317.1610107,129.4,26.9,21.8,1,5,01,2020
1343,-37.10144198,145.974392,22kV AC,4.6,1.0,4.6,6,6,0,310.8204956,1.2,27,20.8,1,28,02,2018
1344,-37.04989148,146.0806774,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,314.3763123,117.3,25.7,22.1,1,7,12,2018
1345,-37.06554,146.146585,22kV AC,4.6,0.5,2.3,6,6,0,352.5567017,20.3,26,21.4,1,1,02,2019
1346,-37.105286,146.121194,22kV AC,4.6,0.5,2.3,6,6,0,393.7116089,14.6,24.8,15.9,1,10,03,2019
1347,-37.06431102,146.075562,22kV AC,4.6,0.5,2.3,6,6,0,340.4429016,46.2,25.9,22.8,1,30,11,2017
1348,-37.06326,146.084376,22kV AC,0.2,0.5,0.1,6,6,0,334.7514954,24.6,24.9,16.6,1,7,03,2018
1349,-37.084593,148.260325,22kV AC,4.6,0.5,2.3,6,6,0,903.559021,4.4,24.6,24.7,1,23,12,2019
1350,-37.10066696,148.6181671,22kV AC,1.0,0.2,0.2,5,5,1,524.1652222,129.4,26.9,21.8,1,23,01,2020
1351,-37.0525345,148.8085704,22kV AC,1.0,0.1,0.1,1,2,1,822.8312378,46.7,17.8,12.6,1,3,09,2017
1354,-36.965266,143.51325,22kV AC,4.6,0.1,0.46,1,2,1,209.3477478,82.8,16.4,8.3,1,18,05,2020
1355,-36.842583,143.87974,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,163.2449951,129.4,26.9,21.8,1,9,01,2020
1356,-36.86595,143.80422,22kV AC,1.0,0.2,0.2,2,2,1,189.7570953,36.4,20.8,19.5,1,11,11,2016
1357,-36.976256,143.89536,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,191.0317993,36.4,20.8,19.5,1,30,11,2016
1358,-36.974734,143.95959,66kV AC,4.6,1.0,4.6,6,6,0,193.3327026,33.2,26.5,23.4,1,16,01,2017
1359,-36.817228,144.343366,22kV AC,4.6,2.0,9.2,6,6,0,213.3943024,4.4,24.6,24.7,1,20,12,2019
1360,-36.820366,144.24413,22kV AC,4.6,0.2,0.92,2,2,1,283.620697,33.2,26.5,23.4,1,27,01,2017
1361,-36.82345901,145.11105,22kV AC,4.6,0.2,0.92,6,6,0,130.7559052,19,21.8,10.9,1,5,04,2018
1362,-36.89287001,145.207468,22kV AC,4.6,0.5,2.3,6,6,0,145.636795,46.2,25.9,22.8,1,27,11,2017
1363,-36.93744369,145.4195188,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,311.9771118,69.6,22,19.8,1,8,11,2018
1364,-36.84377799,145.463006,22kV AC,4.6,0.5,2.3,6,6,0,258.5625,29.2,26.9,16.8,1,1,03,2017
1365,-36.89375199,145.62416,22kV AC,4.6,0.2,0.92,6,6,0,221.3226929,78.2,22.9,14.4,1,30,03,2020
1366,-36.87490701,145.613563,22kV AC,4.6,0.5,2.3,6,6,0,229.6699066,117.3,25.7,22.1,1,3,12,2018
1367,-36.87490701,145.613563,22kV AC,4.6,1.0,4.6,6,6,0,229.6699066,20.3,26,21.4,1,12,02,2019
1368,-36.82768098,147.070521,22kV AC,1.0,0.5,0.5,6,6,0,421.6117859,75.8,24.4,17.9,1,7,02,2020
1369,-36.96896901,147.604514,22kV AC,4.6,0.5,2.3,6,6,0,553.8349609,12.6,28.4,25.6,1,17,01,2019
1370,-36.89283539,147.7041956,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,699.057373,129.4,26.9,21.8,1,21,01,2020
1371,-36.739471,141.051765,22kV AC,1.0,3.5,3.5,6,6,0,115.554863,4.4,24.6,24.7,1,30,12,2019
1372,-36.734882,141.14159,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,128.3345337,129.4,26.9,21.8,1,5,01,2020
1374,-36.647688,141.262266,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,139.890213,60.8,21.8,20.4,1,25,11,2019
1375,-36.739181,142.08514,22kV AC,1.0,1.0,1.0,6,6,0,134.15979,129.4,26.9,21.8,1,10,01,2020
1377,-36.733454,142.208439,66kV AC,0.2,3.5,0.7,6,6,0,127.7121048,4.4,24.6,24.7,1,30,12,2019
1378,-36.704316,142.215309,22kV AC,0.2,0.5,0.1,6,6,0,127.7905273,4.4,24.6,24.7,1,31,12,2019
1379,-36.704317,142.215309,22kV AC,0.2,0.5,0.1,6,6,0,127.7905273,4.4,24.6,24.7,1,31,12,2019
1380,-36.705216,142.205011,22kV AC,0.2,0.5,0.1,6,6,0,130.664856,129.4,26.9,21.8,1,20,01,2020
1381,-36.728697,142.198791,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,126.3614044,78.2,22.9,14.4,1,2,03,2020
1382,-36.67949513,142.3032236,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,132.2783661,12.6,28.4,25.6,1,28,01,2019
1383,-36.738487,142.2015,22kV AC,0.2,0.2,0.04,6,6,0,127.6970062,36.4,20.8,19.5,1,28,11,2016
1384,-36.64201,142.700579,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,149.3699951,75.8,24.4,17.9,1,1,02,2020
1385,-36.666375,143.91492,22kV AC,4.6,0.5,2.3,6,6,0,144.411499,47.7,25.5,24,1,24,12,2016
1386,-36.769954,144.277746,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,237.0384979,51.4,17.8,14.5,1,4,09,2019
1387,-36.782408,144.230531,22kV AC,0.2,0.1,0.02,6,6,0,265.2196045,27.7,21.3,18.8,1,1,10,2019
1388,-36.7861824,144.290924,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,247.8592987,60.8,21.8,20.4,1,25,11,2019
1389,-36.722512,144.26543,22kV AC,0.2,1.0,0.2,6,6,0,218.6356964,4.4,24.6,24.7,1,25,12,2019
1390,-36.648515,144.319511,12.7kV AC (SWER),4.6,2.0,9.2,6,6,0,170.5634003,129.4,26.9,21.8,1,4,01,2020
1391,-36.695331,144.330642,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,183.8648071,129.4,26.9,21.8,1,4,01,2020
1392,-36.751313,144.27322,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,240.6016998,129.4,26.9,21.8,1,9,01,2020
1393,-36.794885,144.340863,22kV AC,0.2,2.0,0.4,6,6,0,214.5886993,129.4,26.9,21.8,1,31,01,2020
1394,-36.773772,144.311415,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,252.4626007,82.8,16.4,8.3,1,22,05,2020
1395,-36.761337,144.295454,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,229.1566925,4.4,24.6,24.7,1,18,12,2019
1397,-36.7725284,144.439348,12.7kV AC (SWER),4.6,0.1,0.46,6,6,0,172.9945984,104.6,16.7,12.6,1,14,09,2016
1398,-36.794115,144.26542,22kV AC,4.6,0.1,0.46,6,6,0,264.6112976,70.2,19.3,17.5,1,30,10,2016
1399,-36.718521,144.2535,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,224.0419006,36.4,20.8,19.5,1,19,11,2016
1400,-36.797263,144.343,22kV AC,0.2,0.2,0.04,6,6,0,211.6972046,47.7,25.5,24,1,12,12,2016
1401,-36.755971,144.26065,22kV AC,0.2,0.5,0.1,6,6,0,262.9660034,33.2,26.5,23.4,1,10,01,2017
1402,-36.747539,144.25629,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,237.7725983,33.2,26.5,23.4,1,23,01,2017
1403,-36.755971,144.26065,22kV AC,0.2,0.5,0.1,6,6,0,262.9660034,33.2,26.5,23.4,1,26,01,2017
1404,-36.739808,144.2665,22kV AC,0.2,0.5,0.1,6,6,0,225.5142059,33.2,26.5,23.4,1,26,01,2017
1405,-36.749636,144.32105,22kV AC,0.2,0.2,0.04,6,6,0,224.973999,29.2,26.9,16.8,1,20,03,2017
1406,-36.759358,144.26646,22kV AC,0.2,1.0,0.2,6,6,0,244.1945038,29.2,26.9,16.8,1,27,03,2017
1407,-36.77322451,144.2486107,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,237.3574066,21.4,14.9,7.2,1,20,06,2017
1408,-36.720443,144.688128,22kV AC,4.6,2.0,9.2,1,2,1,181.9013977,129.4,26.9,21.8,1,22,01,2020
1409,-36.621666,145.309569,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,121.6214981,75.8,24.4,17.9,1,6,02,2020
1410,-36.621415,145.21939,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,120.3451996,29.2,26.9,16.8,1,6,03,2017
1411,-36.741229,145.58977,22kV AC,4.6,0.2,0.92,6,6,0,173.0695038,75.8,24.4,17.9,1,16,02,2020
1412,-36.66313798,145.470995,22kV AC,4.6,0.1,0.46,6,6,0,142.5399933,46.7,17.8,12.6,1,2,09,2017
1413,-36.63647611,145.5195058,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,141.8110962,1.2,27,20.8,1,26,02,2018
1414,-36.71816301,145.649709,22kV AC,4.6,0.2,0.92,6,6,0,180.1537933,63.5,17.8,7.6,1,22,05,2019
1415,-36.788388,145.969363,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,233.0592957,4.4,24.6,24.7,1,11,12,2019
1416,-36.62445302,146.402136,22kV AC,4.6,1.0,4.6,6,6,0,189.6730957,4.4,24.6,24.7,1,24,12,2019
1417,-36.69318602,146.863464,22kV AC,1.0,0.5,0.5,6,6,0,315.0613098,73.6,27.2,23.9,1,16,01,2018
1418,-36.455992,142.05085,22kV AC,1.0,0.5,0.5,6,6,0,136.2892761,129.4,26.9,21.8,1,5,01,2020
1419,-36.587518,142.38894,12.7kV AC (SWER),1.0,0.1,0.1,6,6,0,131.7428589,68.6,14.6,7.2,1,15,07,2016
1420,-36.572931,142.35898,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,139.9607086,47.7,25.5,24,1,20,12,2016
1422,-36.609057,143.949664,Low voltage AC (<1kV),4.6,0.1,0.46,6,6,0,137.2720947,64.3,14.5,10,1,27,08,2019
1424,-36.573577,143.9373,22kV AC,4.6,0.2,0.92,6,6,0,134.0753021,36.4,20.8,19.5,1,21,11,2016
1425,-36.591964,143.92198,22kV AC,4.6,0.5,2.3,6,6,0,136.4151001,29.2,26.9,16.8,1,30,03,2017
1426,-36.53271,144.66537,12.7kV AC (SWER),1.0,1.0,1.0,6,6,0,142.1524963,47,25.9,20.5,1,4,02,2017
1427,-36.533146,145.058553,22kV AC,1.0,1.0,1.0,6,6,0,130.0018005,60.8,21.8,20.4,1,1,11,2019
1428,-36.58308,145.013567,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,159.3031006,60.8,21.8,20.4,1,2,11,2019
1429,-36.520664,145.01377,22kV AC,1.0,2.0,2.0,6,6,0,117.1455002,129.4,26.9,21.8,1,10,01,2020
1430,-36.490035,144.970428,22kV AC,1.0,0.5,0.5,6,6,0,107.6475983,78.2,22.9,14.4,1,5,03,2020
1431,-36.613295,145.303397,12.7kV AC (SWER),1.0,0.2,0.2,6,6,0,121.4763031,60.8,21.8,20.4,1,4,11,2019
1432,-36.439128,145.241015,22kV AC,0.2,0.1,0.02,6,6,0,113.8294983,82.8,16.4,8.3,1,13,05,2020
1433,-36.45474186,145.2033276,22kV AC,0.2,3.5,0.7,6,6,0,113.1000977,12.6,28.4,25.6,1,4,01,2019
1435,-36.441175,145.3626,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,114.0633011,104.6,16.7,12.6,1,11,09,2016
1436,-36.585008,145.23661,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,120.9574966,70.2,19.3,17.5,1,31,10,2016
1437,-36.53683,145.30506,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,119.6807022,36.4,20.8,19.5,1,19,11,2016
1438,-36.514657,145.20385,22kV AC,0.2,0.2,0.04,6,6,0,115.8264008,47.7,25.5,24,1,29,12,2016
1439,-36.507891,145.31061,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,117.2388,33.2,26.5,23.4,1,27,01,2017
1440,-36.434514,145.43174,22kV AC,0.2,2.0,0.4,6,6,0,117.7697983,129.4,26.9,21.8,1,10,01,2020
1441,-36.460122,145.40816,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,115.2640991,33.2,26.5,23.4,1,22,01,2017
1442,-36.45672753,145.49778,22kV AC,0.2,0.1,0.02,6,6,0,120.6669006,29.6,17.2,8.3,1,7,05,2017
1443,-36.470166,145.62113,12.7kV AC (SWER),1.0,0.2,0.2,6,6,0,129.028595,36.4,20.8,19.5,1,21,11,2016
1444,-36.56003098,145.966089,22kV AC,0.2,1.0,0.2,6,6,0,171.6649933,60.8,21.8,20.4,1,1,11,2019
1445,-36.57047498,145.931981,22kV AC,4.6,1.0,4.6,6,6,0,175.9920044,60.8,21.8,20.4,1,29,11,2019
1446,-36.57425001,145.960468,66kV AC,4.6,1.0,4.6,6,6,0,173.9972992,75.8,24.4,17.9,1,1,02,2020
1447,-36.55796686,145.9793722,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,169.5112,14.6,24.8,15.9,1,15,03,2019
1448,-36.56031533,145.9973118,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,171.391098,63.5,17.8,7.6,1,17,05,2019
1449,-36.55095124,145.9831831,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,170.0919952,33.2,26.5,23.4,1,31,01,2017
1450,-36.53046798,145.917326,22kV AC,4.6,0.5,2.3,6,6,0,168.3457947,47,25.9,20.5,1,9,02,2017
1451,-36.487139,146.143137,66kV AC,4.6,0.2,0.92,6,6,0,188.7490997,24.6,24.9,16.6,1,24,03,2018
1452,-36.44041998,146.374003,22kV AC,4.6,0.5,2.3,1,2,1,151.2837982,46.2,25.9,22.8,1,25,11,2017
1453,-36.45662666,146.4608769,22kV AC,4.6,0.1,0.46,6,6,0,161.7079926,104.6,16.7,12.6,1,29,09,2016
1454,-36.46039099,146.5048,22kV AC,4.6,0.1,0.46,6,6,0,168.0588989,70.2,19.3,17.5,1,12,10,2016
1455,-36.58976899,146.697949,22kV AC,4.6,1.0,4.6,1,2,1,221.5755005,4.4,24.6,24.7,1,26,12,2019
1456,-36.46864598,147.015129,22kV AC,4.6,0.2,0.92,6,6,0,261.058197,14.6,24.8,15.9,1,22,03,2019
1457,-36.456955,147.292273,22kV AC,4.6,0.2,0.92,6,6,0,248.0013428,14.6,24.8,15.9,1,22,03,2019
1458,-36.316205,141.300366,22kV AC,1.0,3.5,3.5,6,6,0,140.3221283,4.4,24.6,24.7,1,30,12,2019
1459,-36.287043,141.302781,22kV AC,1.0,0.5,0.5,6,6,0,136.7263031,129.4,26.9,21.8,1,20,01,2020
1461,-36.402177,141.64222,22kV AC,1.0,1.0,1.0,6,6,0,140.6932068,47.7,25.5,24,1,28,12,2016
1462,-36.33311,141.64399,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,127.6666565,33.2,26.5,23.4,1,31,01,2017
1463,-36.371497,141.860183,22kV AC,1.0,0.5,0.5,6,6,0,138.9689178,60.8,21.8,20.4,1,12,11,2019
1464,-36.323598,141.87716,22kV AC,1.0,0.5,0.5,6,6,0,119.6325684,129.4,26.9,21.8,1,5,01,2020
1465,-36.391675,142.3915,22kV AC,1.0,0.5,0.5,6,6,0,122.4334335,33.2,26.5,23.4,1,5,01,2017
1466,-36.26249,142.39316,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,110.1530991,142.7,20.8,10.8,1,21,04,2017
1467,-36.272005,143.137173,22kV AC,4.6,0.1,0.46,6,6,0,146.535202,52.8,15,7.7,1,11,07,2019
1468,-36.326666,143.468458,66kV AC,4.6,2.0,9.2,6,6,0,146.0328674,60.8,21.8,20.4,1,1,11,2019
1469,-36.263628,143.495202,Low voltage AC (<1kV),4.6,5.0,23.0,6,6,0,148.2826843,60.8,21.8,20.4,1,21,11,2019
1470,-36.311059,143.974,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,106.4697037,33.2,26.5,23.4,1,13,01,2017
1472,-36.302884,144.616636,22kV AC,0.2,0.5,0.1,6,6,0,109.8993988,129.4,26.9,21.8,1,5,01,2020
1473,-36.29528,144.56288,22kV AC,0.2,2.0,0.4,6,6,0,109.3407974,129.4,26.9,21.8,1,10,01,2020
1475,-36.350879,144.712975,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,113.5951996,4.4,24.6,24.7,1,9,12,2019
1476,-36.362831,144.794233,22kV AC,0.2,0.5,0.1,6,6,0,110.8843002,129.4,26.9,21.8,1,5,01,2020
1477,-36.252603,144.82432,22kV AC,0.2,0.1,0.02,6,6,0,101.3142014,30.8,14.9,7.6,1,22,06,2020
1478,-36.256283,144.72663,22kV AC,1.0,0.5,0.5,6,6,0,104.1303024,47.7,25.5,24,1,24,12,2016
1479,-36.403613,144.96139,22kV AC,0.2,0.1,0.02,6,6,0,105.473999,52.8,15,7.7,1,26,07,2019
1480,-36.430198,145.11375,22kV AC,0.2,2.0,0.4,6,6,0,110.8824997,60.8,21.8,20.4,1,25,11,2019
1481,-36.427976,145.113672,22kV AC,0.2,1.0,0.2,6,6,0,110.6171036,60.8,21.8,20.4,1,26,11,2019
1482,-36.330641,145.103607,66kV AC,0.2,0.5,0.1,6,6,0,102.691597,129.4,26.9,21.8,1,5,01,2020
1483,-36.254154,144.9814,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,101.1082993,75.8,24.4,17.9,1,6,02,2020
1484,-36.343159,145.132342,22kV AC,0.2,0.5,0.1,6,6,0,104.0772018,78.2,22.9,14.4,1,15,03,2020
1485,-36.323054,145.068042,66kV AC,0.2,0.5,0.1,6,6,0,103.9701996,78.2,22.9,14.4,1,17,03,2020
1488,-36.30807,145.03192,66kV AC,0.2,0.1,0.02,6,6,0,106.0955963,68.6,14.6,7.2,1,12,07,2016
1489,-36.321038,145.11249,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,104.2093964,47.7,25.5,24,1,20,12,2016
1490,-36.324461,144.97791,66kV AC,0.2,0.5,0.1,6,6,0,102.5,33.2,26.5,23.4,1,7,01,2017
1491,-36.363155,145.326052,22kV AC,0.2,1.0,0.2,6,6,0,109.6275024,129.4,26.9,21.8,1,2,01,2020
1492,-36.34312,145.17494,22kV AC,0.2,1.0,0.2,6,6,0,105.5174026,145.6,19.3,9.8,1,11,04,2020
1495,-36.365175,145.29992,22kV AC,0.2,0.1,0.02,6,6,0,106.1468964,69.4,15.9,10.1,1,15,08,2016
1496,-36.365513,145.29865,22kV AC,0.2,0.2,0.04,6,6,0,105.9486008,36.4,20.8,19.5,1,19,11,2016
1497,-36.405543,145.31346,22kV AC,0.2,0.2,0.04,6,6,0,113.1719971,36.4,20.8,19.5,1,27,11,2016
1498,-36.3533363,145.4314,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,115.028801,64.3,14.5,10,1,13,08,2019
1499,-36.352688,145.433323,22kV AC,0.2,1.0,0.2,6,6,0,115.0205994,60.8,21.8,20.4,1,11,11,2019
